"Title","kernbench"
"Value","Series Label","Build Number","Build Date","URL"
"2717","RunTimeSpeed","9","1518466147603",""
"2852","RunTimeSpeed","9","1518466147603",""
"2741","RunTimeSpeed","9","1518466147603",""
"2772","RunTimeSpeed","9","1518466147603",""
"2798","RunTimeSpeed","9","1518466147603",""
"2769","RunTimeSpeed","9","1518466147603",""
"2876","RunTimeSpeed","9","1518466147603",""
"2894","RunTimeSpeed","9","1518466147603",""
"2912","RunTimeSpeed","9","1518466147603",""
"2891","RunTimeSpeed","9","1518466147603",""
"2820","RunTimeSpeed","9","1518466147603",""
"2819","RunTimeSpeed","9","1518466147603",""
"2717","RunTimeSpeed","10","1518466295175",""
"2746","RunTimeSpeed","10","1518466295175",""
"2758","RunTimeSpeed","10","1518466295175",""
"2736","RunTimeSpeed","10","1518466295175",""
"2783","RunTimeSpeed","10","1518466295175",""
"2766","RunTimeSpeed","10","1518466295175",""
"2756","RunTimeSpeed","10","1518466295175",""
"2770","RunTimeSpeed","10","1518466295175",""
"2751","RunTimeSpeed","10","1518466295175",""
"2740","RunTimeSpeed","10","1518466295175",""
"2740","RunTimeSpeed","10","1518466295175",""
"2717","RunTimeSpeed","10","1518466295175",""
"2852","RunTimeSpeed","10","1518466295175",""
"2741","RunTimeSpeed","10","1518466295175",""
"2772","RunTimeSpeed","10","1518466295175",""
"2798","RunTimeSpeed","10","1518466295175",""
"2769","RunTimeSpeed","10","1518466295175",""
"2876","RunTimeSpeed","10","1518466295175",""
"2894","RunTimeSpeed","10","1518466295175",""
"2912","RunTimeSpeed","10","1518466295175",""
"2891","RunTimeSpeed","10","1518466295175",""
"2820","RunTimeSpeed","10","1518466295175",""
"2819","RunTimeSpeed","10","1518466295175",""
"2816","RunTimeSpeed","10","1518466295175",""
"2717","RunTimeSpeed","11","1518466368993",""
"2746","RunTimeSpeed","11","1518466368993",""
"2758","RunTimeSpeed","11","1518466368993",""
"2736","RunTimeSpeed","11","1518466368993",""
"2783","RunTimeSpeed","11","1518466368993",""
"2766","RunTimeSpeed","11","1518466368993",""
"2756","RunTimeSpeed","11","1518466368993",""
"2770","RunTimeSpeed","11","1518466368993",""
"2751","RunTimeSpeed","11","1518466368993",""
"2740","RunTimeSpeed","11","1518466368993",""
"2740","RunTimeSpeed","11","1518466368993",""
"2717","RunTimeSpeed","11","1518466368993",""
"2852","RunTimeSpeed","11","1518466368993",""
"2741","RunTimeSpeed","11","1518466368993",""
"2772","RunTimeSpeed","11","1518466368993",""
"2798","RunTimeSpeed","11","1518466368993",""
"2769","RunTimeSpeed","11","1518466368993",""
"2876","RunTimeSpeed","11","1518466368993",""
"2894","RunTimeSpeed","11","1518466368993",""
"2912","RunTimeSpeed","11","1518466368993",""
"2891","RunTimeSpeed","11","1518466368993",""
"2820","RunTimeSpeed","11","1518466368993",""
"2819","RunTimeSpeed","11","1518466368993",""
"2816","RunTimeSpeed","11","1518466368993",""
"2943","RunTimeSpeed","11","1518466368993",""
"2717","RunTimeSpeed","12","1518466580922",""
"2746","RunTimeSpeed","12","1518466580922",""
"2758","RunTimeSpeed","12","1518466580922",""
"2736","RunTimeSpeed","12","1518466580922",""
"2783","RunTimeSpeed","12","1518466580922",""
"2766","RunTimeSpeed","12","1518466580922",""
"2756","RunTimeSpeed","12","1518466580922",""
"2770","RunTimeSpeed","12","1518466580922",""
"2751","RunTimeSpeed","12","1518466580922",""
"2740","RunTimeSpeed","12","1518466580922",""
"2740","RunTimeSpeed","12","1518466580922",""
"2717","RunTimeSpeed","12","1518466580922",""
"2852","RunTimeSpeed","12","1518466580922",""
"2741","RunTimeSpeed","12","1518466580922",""
"2772","RunTimeSpeed","12","1518466580922",""
"2798","RunTimeSpeed","12","1518466580922",""
"2769","RunTimeSpeed","12","1518466580922",""
"2876","RunTimeSpeed","12","1518466580922",""
"2894","RunTimeSpeed","12","1518466580922",""
"2912","RunTimeSpeed","12","1518466580922",""
"2891","RunTimeSpeed","12","1518466580922",""
"2820","RunTimeSpeed","12","1518466580922",""
"2819","RunTimeSpeed","12","1518466580922",""
"2816","RunTimeSpeed","12","1518466580922",""
"2943","RunTimeSpeed","12","1518466580922",""
"2779","RunTimeSpeed","12","1518466580922",""
"2717","RunTimeSpeed","13","1518466764056",""
"2746","RunTimeSpeed","13","1518466764056",""
"2758","RunTimeSpeed","13","1518466764056",""
"2736","RunTimeSpeed","13","1518466764056",""
"2783","RunTimeSpeed","13","1518466764056",""
"2766","RunTimeSpeed","13","1518466764056",""
"2756","RunTimeSpeed","13","1518466764056",""
"2770","RunTimeSpeed","13","1518466764056",""
"2751","RunTimeSpeed","13","1518466764056",""
"2740","RunTimeSpeed","13","1518466764056",""
"2740","RunTimeSpeed","13","1518466764056",""
"2717","RunTimeSpeed","13","1518466764056",""
"2852","RunTimeSpeed","13","1518466764056",""
"2741","RunTimeSpeed","13","1518466764056",""
"2772","RunTimeSpeed","13","1518466764056",""
"2798","RunTimeSpeed","13","1518466764056",""
"2769","RunTimeSpeed","13","1518466764056",""
"2876","RunTimeSpeed","13","1518466764056",""
"2894","RunTimeSpeed","13","1518466764056",""
"2912","RunTimeSpeed","13","1518466764056",""
"2891","RunTimeSpeed","13","1518466764056",""
"2820","RunTimeSpeed","13","1518466764056",""
"2819","RunTimeSpeed","13","1518466764056",""
"2816","RunTimeSpeed","13","1518466764056",""
"2943","RunTimeSpeed","13","1518466764056",""
"2779","RunTimeSpeed","13","1518466764056",""
"2800","RunTimeSpeed","13","1518466764056",""
"2717","RunTimeSpeed","14","1518466920864",""
"2746","RunTimeSpeed","14","1518466920864",""
"2758","RunTimeSpeed","14","1518466920864",""
"2736","RunTimeSpeed","14","1518466920864",""
"2783","RunTimeSpeed","14","1518466920864",""
"2766","RunTimeSpeed","14","1518466920864",""
"2756","RunTimeSpeed","14","1518466920864",""
"2770","RunTimeSpeed","14","1518466920864",""
"2751","RunTimeSpeed","14","1518466920864",""
"2740","RunTimeSpeed","14","1518466920864",""
"2740","RunTimeSpeed","14","1518466920864",""
"2717","RunTimeSpeed","14","1518466920864",""
"2852","RunTimeSpeed","14","1518466920864",""
"2741","RunTimeSpeed","14","1518466920864",""
"2772","RunTimeSpeed","14","1518466920864",""
"2798","RunTimeSpeed","14","1518466920864",""
"2769","RunTimeSpeed","14","1518466920864",""
"2876","RunTimeSpeed","14","1518466920864",""
"2894","RunTimeSpeed","14","1518466920864",""
"2912","RunTimeSpeed","14","1518466920864",""
"2891","RunTimeSpeed","14","1518466920864",""
"2820","RunTimeSpeed","14","1518466920864",""
"2819","RunTimeSpeed","14","1518466920864",""
"2816","RunTimeSpeed","14","1518466920864",""
"2943","RunTimeSpeed","14","1518466920864",""
"2779","RunTimeSpeed","14","1518466920864",""
"2800","RunTimeSpeed","14","1518466920864",""
"2789","RunTimeSpeed","14","1518466920864",""
"2717","RunTimeSpeed","15","1518467520864",""
"2746","RunTimeSpeed","15","1518467520864",""
"2758","RunTimeSpeed","15","1518467520864",""
"2736","RunTimeSpeed","15","1518467520864",""
"2783","RunTimeSpeed","15","1518467520864",""
"2766","RunTimeSpeed","15","1518467520864",""
"2756","RunTimeSpeed","15","1518467520864",""
"2770","RunTimeSpeed","15","1518467520864",""
"2751","RunTimeSpeed","15","1518467520864",""
"2740","RunTimeSpeed","15","1518467520864",""
"2740","RunTimeSpeed","15","1518467520864",""
"2717","RunTimeSpeed","15","1518467520864",""
"2852","RunTimeSpeed","15","1518467520864",""
"2741","RunTimeSpeed","15","1518467520864",""
"2772","RunTimeSpeed","15","1518467520864",""
"2798","RunTimeSpeed","15","1518467520864",""
"2769","RunTimeSpeed","15","1518467520864",""
"2876","RunTimeSpeed","15","1518467520864",""
"2894","RunTimeSpeed","15","1518467520864",""
"2912","RunTimeSpeed","15","1518467520864",""
"2891","RunTimeSpeed","15","1518467520864",""
"2820","RunTimeSpeed","15","1518467520864",""
"2819","RunTimeSpeed","15","1518467520864",""
"2816","RunTimeSpeed","15","1518467520864",""
"2943","RunTimeSpeed","15","1518467520864",""
"2779","RunTimeSpeed","15","1518467520864",""
"2800","RunTimeSpeed","15","1518467520864",""
"2789","RunTimeSpeed","15","1518467520864",""
"2719","RunTimeSpeed","15","1518467520864",""
"2717","RunTimeSpeed","16","1518468120864",""
"2746","RunTimeSpeed","16","1518468120864",""
"2758","RunTimeSpeed","16","1518468120864",""
"2736","RunTimeSpeed","16","1518468120864",""
"2783","RunTimeSpeed","16","1518468120864",""
"2766","RunTimeSpeed","16","1518468120864",""
"2756","RunTimeSpeed","16","1518468120864",""
"2770","RunTimeSpeed","16","1518468120864",""
"2751","RunTimeSpeed","16","1518468120864",""
"2740","RunTimeSpeed","16","1518468120864",""
"2740","RunTimeSpeed","16","1518468120864",""
"2717","RunTimeSpeed","16","1518468120864",""
"2852","RunTimeSpeed","16","1518468120864",""
"2741","RunTimeSpeed","16","1518468120864",""
"2772","RunTimeSpeed","16","1518468120864",""
"2798","RunTimeSpeed","16","1518468120864",""
"2769","RunTimeSpeed","16","1518468120864",""
"2876","RunTimeSpeed","16","1518468120864",""
"2894","RunTimeSpeed","16","1518468120864",""
"2912","RunTimeSpeed","16","1518468120864",""
"2891","RunTimeSpeed","16","1518468120864",""
"2820","RunTimeSpeed","16","1518468120864",""
"2819","RunTimeSpeed","16","1518468120864",""
"2816","RunTimeSpeed","16","1518468120864",""
"2943","RunTimeSpeed","16","1518468120864",""
"2779","RunTimeSpeed","16","1518468120864",""
"2800","RunTimeSpeed","16","1518468120864",""
"2789","RunTimeSpeed","16","1518468120864",""
"2719","RunTimeSpeed","16","1518468120864",""
"2729","RunTimeSpeed","16","1518468120864",""
"2717","RunTimeSpeed","17","1518468720864",""
"2746","RunTimeSpeed","17","1518468720864",""
"2758","RunTimeSpeed","17","1518468720864",""
"2736","RunTimeSpeed","17","1518468720864",""
"2783","RunTimeSpeed","17","1518468720864",""
"2766","RunTimeSpeed","17","1518468720864",""
"2756","RunTimeSpeed","17","1518468720864",""
"2770","RunTimeSpeed","17","1518468720864",""
"2751","RunTimeSpeed","17","1518468720864",""
"2740","RunTimeSpeed","17","1518468720864",""
"2740","RunTimeSpeed","17","1518468720864",""
"2717","RunTimeSpeed","17","1518468720864",""
"2852","RunTimeSpeed","17","1518468720864",""
"2741","RunTimeSpeed","17","1518468720864",""
"2772","RunTimeSpeed","17","1518468720864",""
"2798","RunTimeSpeed","17","1518468720864",""
"2769","RunTimeSpeed","17","1518468720864",""
"2876","RunTimeSpeed","17","1518468720864",""
"2894","RunTimeSpeed","17","1518468720864",""
"2912","RunTimeSpeed","17","1518468720864",""
"2891","RunTimeSpeed","17","1518468720864",""
"2820","RunTimeSpeed","17","1518468720864",""
"2819","RunTimeSpeed","17","1518468720864",""
"2816","RunTimeSpeed","17","1518468720864",""
"2943","RunTimeSpeed","17","1518468720864",""
"2779","RunTimeSpeed","17","1518468720864",""
"2800","RunTimeSpeed","17","1518468720864",""
"2789","RunTimeSpeed","17","1518468720864",""
"2719","RunTimeSpeed","17","1518468720864",""
"2729","RunTimeSpeed","17","1518468720864",""
"2710","RunTimeSpeed","17","1518468720864",""
"2717","RunTimeSpeed","18","1518469320864",""
"2746","RunTimeSpeed","18","1518469320864",""
"2758","RunTimeSpeed","18","1518469320864",""
"2736","RunTimeSpeed","18","1518469320864",""
"2783","RunTimeSpeed","18","1518469320864",""
"2766","RunTimeSpeed","18","1518469320864",""
"2756","RunTimeSpeed","18","1518469320864",""
"2770","RunTimeSpeed","18","1518469320864",""
"2751","RunTimeSpeed","18","1518469320864",""
"2740","RunTimeSpeed","18","1518469320864",""
"2740","RunTimeSpeed","18","1518469320864",""
"2717","RunTimeSpeed","18","1518469320864",""
"2852","RunTimeSpeed","18","1518469320864",""
"2741","RunTimeSpeed","18","1518469320864",""
"2772","RunTimeSpeed","18","1518469320864",""
"2798","RunTimeSpeed","18","1518469320864",""
"2769","RunTimeSpeed","18","1518469320864",""
"2876","RunTimeSpeed","18","1518469320864",""
"2894","RunTimeSpeed","18","1518469320864",""
"2912","RunTimeSpeed","18","1518469320864",""
"2891","RunTimeSpeed","18","1518469320864",""
"2820","RunTimeSpeed","18","1518469320864",""
"2819","RunTimeSpeed","18","1518469320864",""
"2816","RunTimeSpeed","18","1518469320864",""
"2943","RunTimeSpeed","18","1518469320864",""
"2779","RunTimeSpeed","18","1518469320864",""
"2800","RunTimeSpeed","18","1518469320864",""
"2789","RunTimeSpeed","18","1518469320864",""
"2719","RunTimeSpeed","18","1518469320864",""
"2729","RunTimeSpeed","18","1518469320864",""
"2710","RunTimeSpeed","18","1518469320864",""
"2685","RunTimeSpeed","18","1518469320864",""
"2717","RunTimeSpeed","19","1518469920865",""
"2746","RunTimeSpeed","19","1518469920865",""
"2758","RunTimeSpeed","19","1518469920865",""
"2736","RunTimeSpeed","19","1518469920865",""
"2783","RunTimeSpeed","19","1518469920865",""
"2766","RunTimeSpeed","19","1518469920865",""
"2756","RunTimeSpeed","19","1518469920865",""
"2770","RunTimeSpeed","19","1518469920865",""
"2751","RunTimeSpeed","19","1518469920865",""
"2740","RunTimeSpeed","19","1518469920865",""
"2740","RunTimeSpeed","19","1518469920865",""
"2717","RunTimeSpeed","19","1518469920865",""
"2852","RunTimeSpeed","19","1518469920865",""
"2741","RunTimeSpeed","19","1518469920865",""
"2772","RunTimeSpeed","19","1518469920865",""
"2798","RunTimeSpeed","19","1518469920865",""
"2769","RunTimeSpeed","19","1518469920865",""
"2876","RunTimeSpeed","19","1518469920865",""
"2894","RunTimeSpeed","19","1518469920865",""
"2912","RunTimeSpeed","19","1518469920865",""
"2891","RunTimeSpeed","19","1518469920865",""
"2820","RunTimeSpeed","19","1518469920865",""
"2819","RunTimeSpeed","19","1518469920865",""
"2816","RunTimeSpeed","19","1518469920865",""
"2943","RunTimeSpeed","19","1518469920865",""
"2779","RunTimeSpeed","19","1518469920865",""
"2800","RunTimeSpeed","19","1518469920865",""
"2789","RunTimeSpeed","19","1518469920865",""
"2719","RunTimeSpeed","19","1518469920865",""
"2729","RunTimeSpeed","19","1518469920865",""
"2710","RunTimeSpeed","19","1518469920865",""
"2685","RunTimeSpeed","19","1518469920865",""
"2717","RunTimeSpeed","19","1518469920865",""
"2717","RunTimeSpeed","20","1518470520865",""
"2746","RunTimeSpeed","20","1518470520865",""
"2758","RunTimeSpeed","20","1518470520865",""
"2736","RunTimeSpeed","20","1518470520865",""
"2783","RunTimeSpeed","20","1518470520865",""
"2766","RunTimeSpeed","20","1518470520865",""
"2756","RunTimeSpeed","20","1518470520865",""
"2770","RunTimeSpeed","20","1518470520865",""
"2751","RunTimeSpeed","20","1518470520865",""
"2740","RunTimeSpeed","20","1518470520865",""
"2740","RunTimeSpeed","20","1518470520865",""
"2717","RunTimeSpeed","20","1518470520865",""
"2852","RunTimeSpeed","20","1518470520865",""
"2741","RunTimeSpeed","20","1518470520865",""
"2772","RunTimeSpeed","20","1518470520865",""
"2798","RunTimeSpeed","20","1518470520865",""
"2769","RunTimeSpeed","20","1518470520865",""
"2876","RunTimeSpeed","20","1518470520865",""
"2894","RunTimeSpeed","20","1518470520865",""
"2912","RunTimeSpeed","20","1518470520865",""
"2891","RunTimeSpeed","20","1518470520865",""
"2820","RunTimeSpeed","20","1518470520865",""
"2819","RunTimeSpeed","20","1518470520865",""
"2816","RunTimeSpeed","20","1518470520865",""
"2943","RunTimeSpeed","20","1518470520865",""
"2779","RunTimeSpeed","20","1518470520865",""
"2800","RunTimeSpeed","20","1518470520865",""
"2789","RunTimeSpeed","20","1518470520865",""
"2719","RunTimeSpeed","20","1518470520865",""
"2729","RunTimeSpeed","20","1518470520865",""
"2710","RunTimeSpeed","20","1518470520865",""
"2685","RunTimeSpeed","20","1518470520865",""
"2717","RunTimeSpeed","20","1518470520865",""
"2694","RunTimeSpeed","20","1518470520865",""
"2717","RunTimeSpeed","21","1518471120866",""
"2746","RunTimeSpeed","21","1518471120866",""
"2758","RunTimeSpeed","21","1518471120866",""
"2736","RunTimeSpeed","21","1518471120866",""
"2783","RunTimeSpeed","21","1518471120866",""
"2766","RunTimeSpeed","21","1518471120866",""
"2756","RunTimeSpeed","21","1518471120866",""
"2770","RunTimeSpeed","21","1518471120866",""
"2751","RunTimeSpeed","21","1518471120866",""
"2740","RunTimeSpeed","21","1518471120866",""
"2740","RunTimeSpeed","21","1518471120866",""
"2717","RunTimeSpeed","21","1518471120866",""
"2852","RunTimeSpeed","21","1518471120866",""
"2741","RunTimeSpeed","21","1518471120866",""
"2772","RunTimeSpeed","21","1518471120866",""
"2798","RunTimeSpeed","21","1518471120866",""
"2769","RunTimeSpeed","21","1518471120866",""
"2876","RunTimeSpeed","21","1518471120866",""
"2894","RunTimeSpeed","21","1518471120866",""
"2912","RunTimeSpeed","21","1518471120866",""
"2891","RunTimeSpeed","21","1518471120866",""
"2820","RunTimeSpeed","21","1518471120866",""
"2819","RunTimeSpeed","21","1518471120866",""
"2816","RunTimeSpeed","21","1518471120866",""
"2943","RunTimeSpeed","21","1518471120866",""
"2779","RunTimeSpeed","21","1518471120866",""
"2800","RunTimeSpeed","21","1518471120866",""
"2789","RunTimeSpeed","21","1518471120866",""
"2719","RunTimeSpeed","21","1518471120866",""
"2729","RunTimeSpeed","21","1518471120866",""
"2710","RunTimeSpeed","21","1518471120866",""
"2685","RunTimeSpeed","21","1518471120866",""
"2717","RunTimeSpeed","21","1518471120866",""
"2694","RunTimeSpeed","21","1518471120866",""
"2724","RunTimeSpeed","21","1518471120866",""
"2717","RunTimeSpeed","22","1518471720871",""
"2746","RunTimeSpeed","22","1518471720871",""
"2758","RunTimeSpeed","22","1518471720871",""
"2736","RunTimeSpeed","22","1518471720871",""
"2783","RunTimeSpeed","22","1518471720871",""
"2766","RunTimeSpeed","22","1518471720871",""
"2756","RunTimeSpeed","22","1518471720871",""
"2770","RunTimeSpeed","22","1518471720871",""
"2751","RunTimeSpeed","22","1518471720871",""
"2740","RunTimeSpeed","22","1518471720871",""
"2740","RunTimeSpeed","22","1518471720871",""
"2717","RunTimeSpeed","22","1518471720871",""
"2852","RunTimeSpeed","22","1518471720871",""
"2741","RunTimeSpeed","22","1518471720871",""
"2772","RunTimeSpeed","22","1518471720871",""
"2798","RunTimeSpeed","22","1518471720871",""
"2769","RunTimeSpeed","22","1518471720871",""
"2876","RunTimeSpeed","22","1518471720871",""
"2894","RunTimeSpeed","22","1518471720871",""
"2912","RunTimeSpeed","22","1518471720871",""
"2891","RunTimeSpeed","22","1518471720871",""
"2820","RunTimeSpeed","22","1518471720871",""
"2819","RunTimeSpeed","22","1518471720871",""
"2816","RunTimeSpeed","22","1518471720871",""
"2943","RunTimeSpeed","22","1518471720871",""
"2779","RunTimeSpeed","22","1518471720871",""
"2800","RunTimeSpeed","22","1518471720871",""
"2789","RunTimeSpeed","22","1518471720871",""
"2719","RunTimeSpeed","22","1518471720871",""
"2729","RunTimeSpeed","22","1518471720871",""
"2710","RunTimeSpeed","22","1518471720871",""
"2685","RunTimeSpeed","22","1518471720871",""
"2717","RunTimeSpeed","22","1518471720871",""
"2694","RunTimeSpeed","22","1518471720871",""
"2724","RunTimeSpeed","22","1518471720871",""
"2711","RunTimeSpeed","22","1518471720871",""
"2717","RunTimeSpeed","23","1518472320862",""
"2746","RunTimeSpeed","23","1518472320862",""
"2758","RunTimeSpeed","23","1518472320862",""
"2736","RunTimeSpeed","23","1518472320862",""
"2783","RunTimeSpeed","23","1518472320862",""
"2766","RunTimeSpeed","23","1518472320862",""
"2756","RunTimeSpeed","23","1518472320862",""
"2770","RunTimeSpeed","23","1518472320862",""
"2751","RunTimeSpeed","23","1518472320862",""
"2740","RunTimeSpeed","23","1518472320862",""
"2740","RunTimeSpeed","23","1518472320862",""
"2717","RunTimeSpeed","23","1518472320862",""
"2852","RunTimeSpeed","23","1518472320862",""
"2741","RunTimeSpeed","23","1518472320862",""
"2772","RunTimeSpeed","23","1518472320862",""
"2798","RunTimeSpeed","23","1518472320862",""
"2769","RunTimeSpeed","23","1518472320862",""
"2876","RunTimeSpeed","23","1518472320862",""
"2894","RunTimeSpeed","23","1518472320862",""
